ID,Tamanho,Trial,Conjunto,Estímulo,Verdadeiro/Falso,Resposta,Correto,Tempo(ms),ID,Tamanho,Trial,Conjunto,Estímulo,Verdadeiro/Falso,Resposta,Correto,Tempo(ms),ID,Tamanho,Trial,Conjunto,Estímulo,Verdadeiro/Falso,Resposta,Correto,Tempo(ms)
T0_4574_sternberg,2,10,PQ,W,F,<rshift>,1,502,T1_4574_sternberg,2,10,GZ,F,F,<rshift>,1,361,T2_4574_sternberg.csv,2,10,KV,Z,F,<lshift>,0,440
T0_4574_sternberg,2,11,PQ,W,F,<rshift>,1,544,T1_4574_sternberg,2,11,GZ,H,F,<rshift>,1,393,T2_4574_sternberg.csv,2,11,KV,V,T,<lshift>,1,813
T0_4574_sternberg,2,12,PQ,J,F,<rshift>,1,531,T1_4574_sternberg,2,12,GZ,G,T,<lshift>,1,384,T2_4574_sternberg.csv,2,12,KV,K,T,<lshift>,1,483
T0_4574_sternberg,2,13,PQ,J,F,<rshift>,1,478,T1_4574_sternberg,2,13,GZ,Z,T,<lshift>,1,466,T2_4574_sternberg.csv,2,13,KV,V,T,<lshift>,1,423
T0_4574_sternberg,2,14,PQ,Z,F,<rshift>,1,507,T1_4574_sternberg,2,14,GZ,B,F,<rshift>,1,492,T2_4574_sternberg.csv,2,14,KV,B,F,<rshift>,1,488
T0_4574_sternberg,2,15,PQ,P,T,<lshift>,1,452,T1_4574_sternberg,2,15,GZ,G,T,<lshift>,1,603,T2_4574_sternberg.csv,2,15,KV,S,F,<rshift>,1,451
T0_4574_sternberg,2,16,PQ,P,T,<lshift>,1,417,T1_4574_sternberg,2,16,GZ,Z,T,<lshift>,1,417,T2_4574_sternberg.csv,2,16,KV,V,T,<lshift>,1,572
T0_4574_sternberg,2,17,PQ,H,F,<rshift>,1,457,T1_4574_sternberg,2,17,GZ,K,F,<rshift>,1,468,T2_4574_sternberg.csv,2,17,KV,K,T,<lshift>,1,481
T0_4574_sternberg,2,18,PQ,T,F,<rshift>,1,568,T1_4574_sternberg,2,18,GZ,L,F,<rshift>,1,427,T2_4574_sternberg.csv,2,18,KV,K,T,<lshift>,1,417
T0_4574_sternberg,2,19,PQ,P,T,<lshift>,1,485,T1_4574_sternberg,2,19,GZ,Z,T,<lshift>,1,451,T2_4574_sternberg.csv,2,19,KV,K,T,<lshift>,1,441
T0_4574_sternberg,2,20,PQ,P,T,<lshift>,1,417,T1_4574_sternberg,2,20,GZ,D,F,<rshift>,1,581,T2_4574_sternberg.csv,2,20,KV,V,T,<lshift>,1,479
T0_4574_sternberg,2,21,PQ,C,F,<rshift>,1,553,T1_4574_sternberg,2,21,GZ,T,F,<rshift>,1,694,T2_4574_sternberg.csv,2,21,KV,C,F,<rshift>,1,523
T0_4574_sternberg,2,22,PQ,Z,F,<rshift>,1,505,T1_4574_sternberg,2,22,GZ,B,F,<rshift>,1,526,T2_4574_sternberg.csv,2,22,KV,V,T,<lshift>,1,460
T0_4574_sternberg,2,23,PQ,V,F,<rshift>,1,416,T1_4574_sternberg,2,23,GZ,G,T,<lshift>,1,561,T2_4574_sternberg.csv,2,23,KV,K,T,<rshift>,0,542
T0_4574_sternberg,2,24,PQ,F,F,<rshift>,1,411,T1_4574_sternberg,2,24,GZ,G,T,<lshift>,1,398,T2_4574_sternberg.csv,2,24,KV,L,F,<rshift>,1,830
T0_4574_sternberg,2,25,PQ,Q,T,<lshift>,1,447,T1_4574_sternberg,2,25,GZ,J,F,<rshift>,1,554,T2_4574_sternberg.csv,2,25,KV,H,F,<rshift>,1,529
T0_4574_sternberg,2,26,PQ,P,T,<lshift>,1,730,T1_4574_sternberg,2,26,GZ,S,F,<rshift>,1,526,T2_4574_sternberg.csv,2,26,KV,K,T,<lshift>,1,448
T0_4574_sternberg,2,27,PQ,P,T,<lshift>,1,427,T1_4574_sternberg,2,27,GZ,Z,T,<lshift>,1,429,T2_4574_sternberg.csv,2,27,KV,T,F,<rshift>,1,491
T0_4574_sternberg,2,28,PQ,V,F,<rshift>,1,520,T1_4574_sternberg,2,28,GZ,M,F,<rshift>,1,484,T2_4574_sternberg.csv,2,28,KV,V,T,<lshift>,1,543
T0_4574_sternberg,2,29,PQ,P,T,<lshift>,1,666,T1_4574_sternberg,2,29,GZ,Z,T,<lshift>,1,427,T2_4574_sternberg.csv,2,29,KV,P,F,<rshift>,1,404
T0_4574_sternberg,2,30,PQ,Z,F,<rshift>,1,437,T1_4574_sternberg,2,30,GZ,Z,T,<lshift>,1,353,T2_4574_sternberg.csv,2,30,KV,B,F,<rshift>,1,460
T0_4574_sternberg,2,31,PQ,Q,T,<lshift>,1,691,T1_4574_sternberg,2,31,GZ,Z,T,<lshift>,1,345,T2_4574_sternberg.csv,2,31,KV,V,T,<lshift>,1,582
T0_4574_sternberg,2,32,PQ,Z,F,<rshift>,1,455,T1_4574_sternberg,2,32,GZ,C,F,<rshift>,1,493,T2_4574_sternberg.csv,2,32,KV,W,F,<rshift>,1,451
T0_4574_sternberg,2,33,PQ,J,F,<rshift>,1,547,T1_4574_sternberg,2,33,GZ,Z,T,<lshift>,1,370,T2_4574_sternberg.csv,2,33,KV,M,F,<rshift>,1,521
T0_4574_sternberg,2,34,PQ,Q,T,<lshift>,1,601,T1_4574_sternberg,2,34,GZ,G,T,<rshift>,0,463,T2_4574_sternberg.csv,2,34,KV,Q,F,<rshift>,1,357
T0_4574_sternberg,2,35,PQ,P,T,<lshift>,1,487,T1_4574_sternberg,2,35,GZ,G,T,<lshift>,1,603,T2_4574_sternberg.csv,2,35,KV,V,T,<lshift>,1,481
T0_4574_sternberg,2,36,PQ,P,T,<lshift>,1,479,T1_4574_sternberg,2,36,GZ,Z,T,<lshift>,1,400,T2_4574_sternberg.csv,2,36,KV,T,F,<lshift>,0,645
T0_4574_sternberg,2,37,PQ,V,F,<rshift>,1,560,T1_4574_sternberg,2,37,GZ,B,F,<rshift>,1,630,T2_4574_sternberg.csv,2,37,KV,K,T,<lshift>,1,677
T0_4574_sternberg,2,38,PQ,P,T,<lshift>,1,586,T1_4574_sternberg,2,38,GZ,Z,T,<lshift>,1,472,T2_4574_sternberg.csv,2,38,KV,Q,F,<rshift>,1,712
T0_4574_sternberg,2,39,PQ,M,F,<rshift>,1,412,T1_4574_sternberg,2,39,GZ,Z,T,<lshift>,1,360,T2_4574_sternberg.csv,2,39,KV,K,T,<lshift>,1,540
T0_4574_sternberg,2,40,PQ,Q,T,<lshift>,1,509,T1_4574_sternberg,2,40,GZ,Z,T,<lshift>,1,575,T2_4574_sternberg.csv,2,40,KV,D,F,<rshift>,1,432
T0_4574_sternberg,2,41,PQ,Q,T,<lshift>,1,413,T1_4574_sternberg,2,41,GZ,G,T,<lshift>,1,528,T2_4574_sternberg.csv,2,41,KV,B,F,<rshift>,1,559
T0_4574_sternberg,2,42,PQ,Q,T,<lshift>,1,394,T1_4574_sternberg,2,42,GZ,Z,T,<lshift>,1,460,T2_4574_sternberg.csv,2,42,KV,Q,F,<rshift>,1,443
T0_4574_sternberg,2,43,PQ,P,T,<lshift>,1,647,T1_4574_sternberg,2,43,GZ,K,F,<rshift>,1,583,T2_4574_sternberg.csv,2,43,KV,V,T,<lshift>,1,432
T0_4574_sternberg,2,44,PQ,P,T,<lshift>,1,457,T1_4574_sternberg,2,44,GZ,S,F,<rshift>,1,494,T2_4574_sternberg.csv,2,44,KV,H,F,<rshift>,1,392
T0_4574_sternberg,2,45,PQ,P,T,<lshift>,1,396,T1_4574_sternberg,2,45,GZ,Z,T,<lshift>,1,592,T2_4574_sternberg.csv,2,45,KV,V,T,<lshift>,1,427
T0_4574_sternberg,2,46,PQ,P,T,<lshift>,1,410,T1_4574_sternberg,2,46,GZ,S,F,<rshift>,1,552,T2_4574_sternberg.csv,2,46,KV,P,F,<rshift>,1,691
T0_4574_sternberg,2,47,PQ,N,F,<rshift>,1,473,T1_4574_sternberg,2,47,GZ,Q,F,<rshift>,1,701,T2_4574_sternberg.csv,2,47,KV,V,T,<lshift>,1,407
T0_4574_sternberg,2,48,PQ,J,F,<rshift>,1,601,T1_4574_sternberg,2,48,GZ,B,F,<rshift>,1,723,T2_4574_sternberg.csv,2,48,KV,H,F,<rshift>,1,402
T0_4574_sternberg,2,49,PQ,K,F,<rshift>,1,650,T1_4574_sternberg,2,49,GZ,D,F,<rshift>,1,536,T2_4574_sternberg.csv,2,49,KV,K,T,<lshift>,1,461
T0_4574_sternberg,2,50,PQ,H,F,<rshift>,1,583,T1_4574_sternberg,2,50,GZ,G,T,<lshift>,1,432,T2_4574_sternberg.csv,2,50,KV,H,F,<rshift>,1,387
T0_4574_sternberg,4,51,JTHR,J,T,<lshift>,1,774,T1_4574_sternberg,4,51,FVHQ,F,T,<lshift>,1,699,T2_4574_sternberg.csv,4,51,BCNH,B,T,<lshift>,1,747
T0_4574_sternberg,4,52,JTHR,B,F,<rshift>,1,683,T1_4574_sternberg,4,52,FVHQ,V,T,<lshift>,1,497,T2_4574_sternberg.csv,4,52,BCNH,R,F,<rshift>,1,531
T0_4574_sternberg,4,53,JTHR,P,F,<rshift>,1,828,T1_4574_sternberg,4,53,FVHQ,J,F,<rshift>,1,692,T2_4574_sternberg.csv,4,53,BCNH,B,T,<lshift>,1,490
T0_4574_sternberg,4,54,JTHR,T,T,<lshift>,1,611,T1_4574_sternberg,4,54,FVHQ,P,F,<rshift>,1,1457,T2_4574_sternberg.csv,4,54,BCNH,D,F,<rshift>,1,444
T0_4574_sternberg,4,55,JTHR,H,T,<lshift>,1,577,T1_4574_sternberg,4,55,FVHQ,Q,T,<lshift>,1,553,T2_4574_sternberg.csv,4,55,BCNH,N,T,<lshift>,1,516
T0_4574_sternberg,4,56,JTHR,C,F,<rshift>,1,581,T1_4574_sternberg,4,56,FVHQ,Z,F,<rshift>,1,826,T2_4574_sternberg.csv,4,56,BCNH,N,T,<rshift>,0,503
T0_4574_sternberg,4,57,JTHR,H,T,<lshift>,1,634,T1_4574_sternberg,4,57,FVHQ,N,F,<rshift>,1,513,T2_4574_sternberg.csv,4,57,BCNH,N,T,<lshift>,1,537
T0_4574_sternberg,4,58,JTHR,T,T,<rshift>,0,609,T1_4574_sternberg,4,58,FVHQ,G,F,<rshift>,1,561,T2_4574_sternberg.csv,4,58,BCNH,N,T,<lshift>,1,325
T0_4574_sternberg,4,59,JTHR,T,T,<lshift>,1,1200,T1_4574_sternberg,4,59,FVHQ,B,F,<rshift>,1,561,T2_4574_sternberg.csv,4,59,BCNH,Z,F,<rshift>,1,610
T0_4574_sternberg,4,60,JTHR,H,T,<lshift>,1,642,T1_4574_sternberg,4,60,FVHQ,S,F,<rshift>,1,569,T2_4574_sternberg.csv,4,60,BCNH,T,F,<lshift>,0,499
T0_4574_sternberg,4,61,JTHR,T,T,<lshift>,1,548,T1_4574_sternberg,4,61,FVHQ,H,T,<lshift>,1,715,T2_4574_sternberg.csv,4,61,BCNH,M,F,<rshift>,1,781
T0_4574_sternberg,4,62,JTHR,F,F,<rshift>,1,2644,T1_4574_sternberg,4,62,FVHQ,G,F,<rshift>,1,1109,T2_4574_sternberg.csv,4,62,BCNH,D,F,<rshift>,1,561
T0_4574_sternberg,4,63,JTHR,V,F,<rshift>,1,714,T1_4574_sternberg,4,63,FVHQ,P,F,<rshift>,1,865,T2_4574_sternberg.csv,4,63,BCNH,H,T,<lshift>,1,802
T0_4574_sternberg,4,64,JTHR,W,F,<rshift>,1,1048,T1_4574_sternberg,4,64,FVHQ,C,F,<rshift>,1,541,T2_4574_sternberg.csv,4,64,BCNH,J,F,<rshift>,1,553
T0_4574_sternberg,4,65,JTHR,B,F,<rshift>,1,1066,T1_4574_sternberg,4,65,FVHQ,F,T,<lshift>,1,631,T2_4574_sternberg.csv,4,65,BCNH,T,F,<rshift>,1,473
T0_4574_sternberg,4,66,JTHR,H,T,<lshift>,1,703,T1_4574_sternberg,4,66,FVHQ,Q,T,<lshift>,1,815,T2_4574_sternberg.csv,4,66,BCNH,T,F,<rshift>,1,419
T0_4574_sternberg,4,67,JTHR,J,T,<lshift>,1,623,T1_4574_sternberg,4,67,FVHQ,F,T,<lshift>,1,478,T2_4574_sternberg.csv,4,67,BCNH,G,F,<rshift>,1,474
T0_4574_sternberg,4,68,JTHR,F,F,<rshift>,1,697,T1_4574_sternberg,4,68,FVHQ,K,F,<rshift>,1,864,T2_4574_sternberg.csv,4,68,BCNH,Z,F,<rshift>,1,561
T0_4574_sternberg,4,69,JTHR,T,T,<lshift>,1,713,T1_4574_sternberg,4,69,FVHQ,S,F,<rshift>,1,712,T2_4574_sternberg.csv,4,69,BCNH,M,F,<rshift>,1,850
T0_4574_sternberg,4,70,JTHR,R,T,<lshift>,1,667,T1_4574_sternberg,4,70,FVHQ,B,F,<rshift>,1,698,T2_4574_sternberg.csv,4,70,BCNH,L,F,<rshift>,1,743
T0_4574_sternberg,4,71,JTHR,D,F,<rshift>,1,591,T1_4574_sternberg,4,71,FVHQ,C,F,<rshift>,1,810,T2_4574_sternberg.csv,4,71,BCNH,C,T,<lshift>,1,609
T0_4574_sternberg,4,72,JTHR,R,T,<lshift>,1,557,T1_4574_sternberg,4,72,FVHQ,F,T,<lshift>,1,533,T2_4574_sternberg.csv,4,72,BCNH,S,F,<rshift>,1,525
T0_4574_sternberg,4,73,JTHR,H,T,<lshift>,1,732,T1_4574_sternberg,4,73,FVHQ,S,F,<rshift>,1,539,T2_4574_sternberg.csv,4,73,BCNH,P,F,<rshift>,1,752
T0_4574_sternberg,4,74,JTHR,G,F,<rshift>,1,559,T1_4574_sternberg,4,74,FVHQ,V,T,<lshift>,1,567,T2_4574_sternberg.csv,4,74,BCNH,H,T,<lshift>,1,660
T0_4574_sternberg,4,75,JTHR,V,F,<rshift>,1,685,T1_4574_sternberg,4,75,FVHQ,F,T,<lshift>,1,577,T2_4574_sternberg.csv,4,75,BCNH,N,T,<lshift>,1,676
T0_4574_sternberg,4,76,JTHR,L,F,<lshift>,0,823,T1_4574_sternberg,4,76,FVHQ,K,F,<rshift>,1,1560,T2_4574_sternberg.csv,4,76,BCNH,T,F,<rshift>,1,552
T0_4574_sternberg,4,77,JTHR,R,T,<lshift>,1,914,T1_4574_sternberg,4,77,FVHQ,Q,T,<lshift>,1,501,T2_4574_sternberg.csv,4,77,BCNH,C,T,<lshift>,1,482
T0_4574_sternberg,4,78,JTHR,D,F,<rshift>,1,796,T1_4574_sternberg,4,78,FVHQ,B,F,<rshift>,1,1060,T2_4574_sternberg.csv,4,78,BCNH,N,T,<lshift>,1,623
T0_4574_sternberg,4,79,JTHR,J,T,<lshift>,1,711,T1_4574_sternberg,4,79,FVHQ,F,T,<lshift>,1,470,T2_4574_sternberg.csv,4,79,BCNH,L,F,<lshift>,0,69
T0_4574_sternberg,4,80,JTHR,P,F,<lshift>,0,1341,T1_4574_sternberg,4,80,FVHQ,B,F,<rshift>,1,508,T2_4574_sternberg.csv,4,80,BCNH,N,T,<lshift>,1,736
T0_4574_sternberg,4,81,JTHR,R,T,<lshift>,1,642,T1_4574_sternberg,4,81,FVHQ,W,F,<rshift>,1,788,T2_4574_sternberg.csv,4,81,BCNH,H,T,<lshift>,1,662
T0_4574_sternberg,4,82,JTHR,N,F,<rshift>,1,1060,T1_4574_sternberg,4,82,FVHQ,V,T,<rshift>,0,579,T2_4574_sternberg.csv,4,82,BCNH,K,F,<rshift>,1,654
T0_4574_sternberg,4,83,JTHR,M,F,<rshift>,1,553,T1_4574_sternberg,4,83,FVHQ,F,T,<lshift>,1,596,T2_4574_sternberg.csv,4,83,BCNH,H,T,<lshift>,1,706
T0_4574_sternberg,4,84,JTHR,Q,F,<rshift>,1,958,T1_4574_sternberg,4,84,FVHQ,H,T,<lshift>,1,765,T2_4574_sternberg.csv,4,84,BCNH,N,T,<lshift>,1,681
T0_4574_sternberg,4,85,JTHR,H,T,<lshift>,1,618,T1_4574_sternberg,4,85,FVHQ,V,T,<lshift>,1,491,T2_4574_sternberg.csv,4,85,BCNH,W,F,<rshift>,1,582
T0_4574_sternberg,4,86,JTHR,B,F,<rshift>,1,878,T1_4574_sternberg,4,86,FVHQ,M,F,<rshift>,1,581,T2_4574_sternberg.csv,4,86,BCNH,C,T,<lshift>,1,533
T0_4574_sternberg,4,87,JTHR,T,T,<lshift>,1,572,T1_4574_sternberg,4,87,FVHQ,G,F,<rshift>,1,739,T2_4574_sternberg.csv,4,87,BCNH,L,F,<rshift>,1,1184
T0_4574_sternberg,4,88,JTHR,S,F,<rshift>,1,816,T1_4574_sternberg,4,88,FVHQ,F,T,<lshift>,1,585,T2_4574_sternberg.csv,4,88,BCNH,P,F,<rshift>,1,775
T0_4574_sternberg,4,89,JTHR,Q,F,<rshift>,1,700,T1_4574_sternberg,4,89,FVHQ,Q,T,<lshift>,1,623,T2_4574_sternberg.csv,4,89,BCNH,N,T,<lshift>,1,602
T0_4574_sternberg,4,90,JTHR,F,F,<rshift>,1,532,T1_4574_sternberg,4,90,FVHQ,H,T,<lshift>,1,591,T2_4574_sternberg.csv,4,90,BCNH,C,T,<rshift>,0,653
T0_4574_sternberg,4,91,JTHR,J,T,<lshift>,1,731,T1_4574_sternberg,4,91,FVHQ,P,F,<rshift>,1,615,T2_4574_sternberg.csv,4,91,BCNH,N,T,<lshift>,1,1400
T0_4574_sternberg,4,92,JTHR,D,F,<rshift>,1,455,T1_4574_sternberg,4,92,FVHQ,K,F,<rshift>,1,665,T2_4574_sternberg.csv,4,92,BCNH,J,F,<rshift>,1,528
T0_4574_sternberg,4,93,JTHR,T,T,<lshift>,1,527,T1_4574_sternberg,4,93,FVHQ,Q,T,<lshift>,1,680,T2_4574_sternberg.csv,4,93,BCNH,C,T,<lshift>,1,449
T0_4574_sternberg,4,94,JTHR,R,T,<lshift>,1,704,T1_4574_sternberg,4,94,FVHQ,Q,T,<lshift>,1,425,T2_4574_sternberg.csv,4,94,BCNH,N,T,<lshift>,1,483
T0_4574_sternberg,4,95,JTHR,R,T,<lshift>,1,502,T1_4574_sternberg,4,95,FVHQ,F,T,<lshift>,1,640,T2_4574_sternberg.csv,4,95,BCNH,H,T,<lshift>,1,591
T0_4574_sternberg,4,96,JTHR,N,F,<rshift>,1,519,T1_4574_sternberg,4,96,FVHQ,D,F,<rshift>,1,550,T2_4574_sternberg.csv,4,96,BCNH,K,F,<rshift>,1,561
T0_4574_sternberg,4,97,JTHR,H,T,<lshift>,1,514,T1_4574_sternberg,4,97,FVHQ,F,T,<lshift>,1,461,T2_4574_sternberg.csv,4,97,BCNH,B,T,<lshift>,1,667
T0_4574_sternberg,4,98,JTHR,N,F,<rshift>,1,536,T1_4574_sternberg,4,98,FVHQ,V,T,<lshift>,1,733,T2_4574_sternberg.csv,4,98,BCNH,M,F,<rshift>,1,698
T0_4574_sternberg,4,99,JTHR,L,F,<rshift>,1,1033,T1_4574_sternberg,4,99,FVHQ,W,F,<rshift>,1,642,T2_4574_sternberg.csv,4,99,BCNH,C,T,<lshift>,1,841
T0_4574_sternberg,4,100,JTHR,H,T,<lshift>,1,702,T1_4574_sternberg,4,100,FVHQ,Q,T,<lshift>,1,430,T2_4574_sternberg.csv,4,100,BCNH,G,F,<rshift>,1,593
T0_4574_sternberg,6,101,BDKSHF,F,T,<lshift>,1,1038,T1_4574_sternberg,6,101,RVNBTK,Q,F,<rshift>,1,1401,T2_4574_sternberg.csv,6,101,SCVTLG,D,F,<rshift>,1,933
T0_4574_sternberg,6,102,BDKSHF,H,T,<rshift>,0,1184,T1_4574_sternberg,6,102,RVNBTK,T,T,<lshift>,1,657,T2_4574_sternberg.csv,6,102,SCVTLG,W,F,<rshift>,1,1049
T0_4574_sternberg,6,103,BDKSHF,V,F,<rshift>,1,1368,T1_4574_sternberg,6,103,RVNBTK,R,T,<lshift>,1,621,T2_4574_sternberg.csv,6,103,SCVTLG,C,T,<lshift>,1,728
T0_4574_sternberg,6,104,BDKSHF,D,T,<lshift>,1,1010,T1_4574_sternberg,6,104,RVNBTK,B,T,<lshift>,1,880,T2_4574_sternberg.csv,6,104,SCVTLG,B,F,<rshift>,1,803
T0_4574_sternberg,6,105,BDKSHF,N,F,<rshift>,1,828,T1_4574_sternberg,6,105,RVNBTK,K,T,<lshift>,1,564,T2_4574_sternberg.csv,6,105,SCVTLG,V,T,<lshift>,1,484
T0_4574_sternberg,6,106,BDKSHF,L,F,<rshift>,1,898,T1_4574_sternberg,6,106,RVNBTK,N,T,<lshift>,1,719,T2_4574_sternberg.csv,6,106,SCVTLG,H,F,<rshift>,1,884
T0_4574_sternberg,6,107,BDKSHF,N,F,<rshift>,1,1364,T1_4574_sternberg,6,107,RVNBTK,D,F,<rshift>,1,921,T2_4574_sternberg.csv,6,107,SCVTLG,H,F,<rshift>,1,386
T0_4574_sternberg,6,108,BDKSHF,R,F,<rshift>,1,1159,T1_4574_sternberg,6,108,RVNBTK,T,T,<lshift>,1,537,T2_4574_sternberg.csv,6,108,SCVTLG,J,F,<rshift>,1,956
T0_4574_sternberg,6,109,BDKSHF,S,T,<lshift>,1,670,T1_4574_sternberg,6,109,RVNBTK,D,F,<rshift>,1,815,T2_4574_sternberg.csv,6,109,SCVTLG,M,F,<rshift>,1,1171
T0_4574_sternberg,6,110,BDKSHF,B,T,<rshift>,0,619,T1_4574_sternberg,6,110,RVNBTK,P,F,<rshift>,1,1173,T2_4574_sternberg.csv,6,110,SCVTLG,W,F,<rshift>,1,1085
T0_4574_sternberg,6,111,BDKSHF,B,T,<lshift>,1,533,T1_4574_sternberg,6,111,RVNBTK,G,F,<rshift>,1,698,T2_4574_sternberg.csv,6,111,SCVTLG,C,T,<lshift>,1,741
T0_4574_sternberg,6,112,BDKSHF,V,F,<rshift>,1,1212,T1_4574_sternberg,6,112,RVNBTK,T,T,<lshift>,1,585,T2_4574_sternberg.csv,6,112,SCVTLG,L,T,<lshift>,1,587
T0_4574_sternberg,6,113,BDKSHF,F,T,<lshift>,1,961,T1_4574_sternberg,6,113,RVNBTK,B,T,<rshift>,0,990,T2_4574_sternberg.csv,6,113,SCVTLG,R,F,<rshift>,1,1910
T0_4574_sternberg,6,114,BDKSHF,Z,F,<rshift>,1,730,T1_4574_sternberg,6,114,RVNBTK,N,T,<lshift>,1,776,T2_4574_sternberg.csv,6,114,SCVTLG,C,T,<lshift>,1,739
T0_4574_sternberg,6,115,BDKSHF,B,T,<lshift>,1,661,T1_4574_sternberg,6,115,RVNBTK,L,F,<rshift>,1,716,T2_4574_sternberg.csv,6,115,SCVTLG,K,F,<rshift>,1,1328
T0_4574_sternberg,6,116,BDKSHF,K,T,<lshift>,1,886,T1_4574_sternberg,6,116,RVNBTK,C,F,<rshift>,1,677,T2_4574_sternberg.csv,6,116,SCVTLG,G,T,<lshift>,1,600
T0_4574_sternberg,6,117,BDKSHF,W,F,<rshift>,1,660,T1_4574_sternberg,6,117,RVNBTK,C,F,<rshift>,1,401,T2_4574_sternberg.csv,6,117,SCVTLG,G,T,<lshift>,1,443
T0_4574_sternberg,6,118,BDKSHF,S,T,<lshift>,1,540,T1_4574_sternberg,6,118,RVNBTK,H,F,<rshift>,1,1201,T2_4574_sternberg.csv,6,118,SCVTLG,B,F,<rshift>,1,785
T0_4574_sternberg,6,119,BDKSHF,D,T,<rshift>,0,893,T1_4574_sternberg,6,119,RVNBTK,T,T,<lshift>,1,678,T2_4574_sternberg.csv,6,119,SCVTLG,J,F,<rshift>,1,911
T0_4574_sternberg,6,120,BDKSHF,J,F,<rshift>,1,1352,T1_4574_sternberg,6,120,RVNBTK,L,F,<rshift>,1,1193,T2_4574_sternberg.csv,6,120,SCVTLG,V,T,<rshift>,0,825
T0_4574_sternberg,6,121,BDKSHF,F,T,<lshift>,1,970,T1_4574_sternberg,6,121,RVNBTK,G,F,<rshift>,1,598,T2_4574_sternberg.csv,6,121,SCVTLG,J,F,<rshift>,1,999
T0_4574_sternberg,6,122,BDKSHF,J,F,<rshift>,1,746,T1_4574_sternberg,6,122,RVNBTK,B,T,<lshift>,1,835,T2_4574_sternberg.csv,6,122,SCVTLG,D,F,<rshift>,1,1053
T0_4574_sternberg,6,123,BDKSHF,J,F,<rshift>,1,736,T1_4574_sternberg,6,123,RVNBTK,B,T,<lshift>,1,354,T2_4574_sternberg.csv,6,123,SCVTLG,T,T,<lshift>,1,724
T0_4574_sternberg,6,124,BDKSHF,Z,F,<rshift>,1,1061,T1_4574_sternberg,6,124,RVNBTK,F,F,<rshift>,1,1195,T2_4574_sternberg.csv,6,124,SCVTLG,Z,F,<rshift>,1,1544
T0_4574_sternberg,6,125,BDKSHF,T,F,<rshift>,1,2156,T1_4574_sternberg,6,125,RVNBTK,F,F,<rshift>,1,466,T2_4574_sternberg.csv,6,125,SCVTLG,P,F,<rshift>,1,1017
T0_4574_sternberg,6,126,BDKSHF,B,T,<lshift>,1,966,T1_4574_sternberg,6,126,RVNBTK,R,T,<lshift>,1,811,T2_4574_sternberg.csv,6,126,SCVTLG,T,T,<lshift>,1,781
T0_4574_sternberg,6,127,BDKSHF,K,T,<lshift>,1,603,T1_4574_sternberg,6,127,RVNBTK,T,T,<lshift>,1,981,T2_4574_sternberg.csv,6,127,SCVTLG,B,F,<rshift>,1,1026
